cik,gvkey,company_name,tic,cusip,sic,naics
0001045689,66263.0,UNITED TENNESSEE BANKSHARES INC,,,,
0001045690,65426.0,SHORE FINANCIAL CORP,,,,
0001045707,37615.0,"MEDGEN, INC.",,,,
0001045739,138210.0,"ETELOS, INC.",,,,
0001045742,66261.0,LIVE VENTURES INC,,,,
0001045769,65527.0,HYPERCOM CORP,,,,
0001045810,117768.0,NVIDIA CORP,,,,
0001045828,126778.0,PNV INC,,,,
0001045829,148356.0,VANGUARD HEALTH SYSTEMS INC,,,,
0001045919,204825.0,HANNOVER RUECK SE,,,,
0001045934,30855.0,COMMUNITY SAVINGS BANKSHARES INC,,,,
0001045942,155941.0,"TRACK GROUP, INC.",,,,
0001045944,66109.0,CODDLE CREEK FINANCIAL CORP,,,,
0001045949,211735.0,CHENGDU TELECOMMUNICATIONS CABLE CO LTD /FI,,,,
0001045956,65957.0,APEX MORTGAGE CAPITAL INC,,,,
0001045974,65513.0,ENGEL GENERAL DEVELOPERS LTD,,,,
0001045979,122165.0,PJSC BURYATZOLOTO/ADR,,,,
0001045986,206211.0,FORMULA SYSTEMS (1985) LTD,,,,
0001045989,65774.0,HOMEUSA INC,,,,
0001045990,3054.0,CIRCUIT CITY STORES INC,CCTYQ,172737108,5731.0,443112.0
0001046002,17237.0,ALLIANCE BANCORP OF NEW ENGLAND INC,,,,
0001046006,107184.0,OAO KUZBASSENERGO /FI,,,,
0001046008,62053.0,MAXAM GOLD CORP,,,,
0001046009,216027.0,BETA SYSTEMS SOFTWARE AKTIENGESELLSCHAFT /FI,,,,
0001046011,122165.0,JSC BURYATZOLOTO /USSR /FI,,,,
0001046017,15651.0,SUMITOMO MITSUI TRUST BANK LTD,,,,
0001046025,66285.0,HERITAGE FINANCIAL CORP /WA/,,,,
0001046032,65961.0,IMAGEMAX INC,,,,
0001046043,205812.0,KGHM POLSKA MIEDZ S A,,,,
0001046050,66286.0,TIMBERLAND BANCORP INC,,,,
0001046057,18000.0,TRANSCOASTAL CORP,,,,
0001046099,65927.0,LASER MORTGAGE MANAGEMENT INC,,,,
0001046102,65605.0,RB GLOBAL INC.,,,,
0001046112,65923.0,BRASS EAGLE INC,,,,
0001046126,210216.0,TELSTRA CORP LTD,,,,
0001046128,66293.0,HUSSMANN INTERNATIONAL INC,,,,
0001046131,66438.0,MIDAS INC,,,,
0001046179,201395.0,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,,,,
0001046182,29135.0,BAYTEX ENERGY LTD,,,,
0001046183,66102.0,UNION COMMUNITY BANCORP,,,,
0001046188,62123.0,PATHFINDER BANCORP INC,,,,
0001046191,106248.0,EGANAGOLDPFEIL HOLDINGS LTD,,,,
0001046193,6914.0,SERVICE AMERICA CORP/,,,,
0001046203,31703.0,GUARANTY FEDERAL BANCSHARES INC,,,,
0001046204,65910.0,FREEPORT MCMORAN SULPHUR INC,,,,
0001046207,66415.0,HEADLANDS MORTGAGE CO,,,,
0001046209,66091.0,WARWICK COMMUNITY BANCORP INC,,,,
0001046212,65973.0,OMNI ENERGY SERVICES CORP,,,,
0001046213,100590.0,VEBA CORP,,,,
0001046214,115897.0,INTELLIGENT POLYMERS LTD,,,,
0001046247,205677.0,DISTRIBUTION & SERVICE D&S SA,,,,
0001046257,66016.0,INGREDION INC,,,,
0001046284,66077.0,BIG CITY RADIO INC,,,,
0001046293,221963.0,OXFORD GLYCOSCIENCES PLC /NY,,,,
0001046304,65795.0,BUILDING ONE SERVICES CORP,,,,
0001046311,65615.0,CHOICE HOTELS INTERNATIONAL INC /DE,,,,
0001046327,65899.0,REALNETWORKS INC,,,,
0001046350,11282.0,WARNER & SWASEY CO,WS.2,934408105,3541.0,
0001046356,24415.0,BUILDING MATERIALS HOLDING CORP,,,,
0001046389,154234.0,SEAGATE SOFTWARE INC,,,,
0001046403,63427.0,ALTAREX CORP,,,,
0001046406,65777.0,BAY BANCSHARES INC,,,,
0001046430,65662.0,CHINA TELECOM HONG KONG LTD,,,,
0001046470,11285.0,WARNER CO,WAR.2,934442104,3270.0,
0001046472,66223.0,MCHENRY METALS GOLF CORP /CA,,,,
0001046479,100423.0,AMERSHAM PLC,,,,
0001046500,11284.0,WARNER COMMUNICATIONS INC,WCI.1,934436106,3652.0,334612.0
0001046501,119893.0,BUCA INC /MN,,,,
0001046520,19078.0,NMBT CORP,,,,
0001046529,105842.0,NETGAIN DEVELOPMENT INC,,,,
0001046558,122136.0,CONVERGENT COMMUNICATIONS INC /CO,,,,
0001046568,66379.0,PERDOCEO EDUCATION CORP,,,,
0001046578,66660.0,TOUSA INC,,,,
0001046587,66151.0,GREAT PEE DEE BANCORP INC,,,,
0001046594,65861.0,DENALI INC,,,,
0001046598,20780.0,SCUDDER INTERNATIONAL RESEARCH FUND INC,,,,
0001046607,108457.0,CELLPOINT INC,,,,
0001046628,126874.0,DOSKOCIL MANUFACTURING CO INC,,,,
0001046643,206454.0,RAO GAZPROM /FI,,,,
0001046649,15321.0,ENDESA SA,,,,
0001046650,120013.0,FEDERAL DATA CORP,,,,
0001046662,31882.0,PORTUGAL TELECOM SA /ADR/,,,,
0001046671,205827.0,WANT WANT HOLDINGS LTD /FI,,,,
0001046672,118940.0,PAN AMERICAN GOLDFIELDS LTD,,,,
0001046676,17457.0,BROUGHTON FOODS CO,,,,
0001046685,66476.0,RICHMOND COUNTY FINANCIAL CORP,,,,
0001046687,65738.0,NOVAMERICAN STEEL INC,,,,
0001046690,11288.0,WARNER-LAMBERT CO,WLA,934488107,2834.0,325412.0
0001046692,109600.0,LJ INTERNATIONAL INC,,,,
0001046788,106792.0,HARRIS PREFERRED CAPITAL CORP,,,,
0001046817,66546.0,COMPASS INTERNATIONAL SERVICES CORP,,,,
0001046832,137881.0,RAINDANCE COMMUNICATIONS INC,,,,
0001046859,65697.0,"REMY INTERNATIONAL, INC.",,,,
0001046860,146197.0,DELTA MILLS INC,,,,
0001046861,7862.0,ENERGY EAST CORP,,,,
0001046862,135346.0,TRI STAR HOLDINGS INC,,,,
0001046874,4116.0,DYLEX LTD,,,,
0001046880,111961.0,CENTRAL EUROPEAN DISTRIBUTION CORP,,,,
0001046883,105441.0,ASIAN STAR DEVELOPMENT INC /NV,,,,
0001046936,14553.0,HUNTER GROUP INC,,,,
0001046940,101292.0,PUBLICIS S A,,,,
0001046967,15321.0,ENDESA SA /ADR/,,,,
0001046986,66150.0,ENVIRONMENTAL CONSTRUCTION PRODUCTS INTERNATIONAL,,,,
0001046995,114698.0,EMAGIN CORP,,,,
0001046998,65807.0,PEABODYS COFFEE INC/NV,,,,
0001047019,11639.0,XPLOR ENERGY INC,,,,
0001047021,65901.0,TELIGENT INC,,,,
0001047040,148314.0,PERKINS & MARIE CALLENDER'S INC,,,,
0001047073,65915.0,MOTOR CARGO INDUSTRIES INC,,,,
0001047098,65948.0,MPW INDUSTRIAL SERVICES GROUP INC,,,,
0001047113,66625.0,ACSYS INC,,,,
0001047118,66056.0,INFORMATION ADVANTAGE INC,,,,
0001047121,65882.0,PREVIEW TRAVEL INC,,,,
0001047122,8972.0,RAYTHEON CO/,,,,
0001047125,109825.0,LOCAL FINANCIAL CORP /NV,,,,
0001047127,110039.0,"AMKOR TECHNOLOGY, INC.",,,,
0001047153,105850.0,CERTIFIED DIABETIC SERVICES INC,,,,
0001047166,66065.0,UNITED RENTALS NORTH AMERICA INC,,,,
0001047170,66148.0,EASTERN VIRGINIA BANKSHARES INC,,,,
0001047175,7826.0,DONLAR CORP,,,,
0001047188,61414.0,PENWEST PHARMACEUTICALS CO,,,,
0001047195,205687.0,BANK HANDLOWY W WARSZAWIE SA /FI,,,,
0001047197,207519.0,AGGREKO PLC /FI,,,,
0001047202,36758.0,GETTY IMAGES INC,,,,
0001047223,223517.0,LOPRO CORP/FI,,,,
0001047227,66429.0,ZTEST ELECTRONICS INC /FI,,,,
0001047258,10323.0,SCORE ACQUISITION CORP,,,,
0001047262,138486.0,EXE TECHNOLOGIES INC,,,,
0001047326,65790.0,BARBEQUES GALORE LTD,,,,
0001047334,107528.0,NATIONAL HEALTH REALTY INC,,,,
0001047335,7741.0,NATIONAL HEALTHCARE CORP,,,,
0001047340,30443.0,FRESH DEL MONTE PRODUCE INC,,,,
0001047363,105420.0,ARGOSY MINERALS INC,,,,
0001047368,126894.0,GLENOIT CORP,,,,
0001047378,65749.0,HOWMET INTERNATIONAL INC,,,,
0001047379,14870.0,AUR RESOURCES INC /FI,,,,
0001047381,100908.0,TAYLOR NELSON SOFRES PLC /FI,,,,
0001047385,66034.0,SPECTRA PHYSICS INC,,,,
0001047406,66636.0,ESOFT INC,,,,
0001047427,126414.0,CVC INC,,,,
0001047446,109841.0,COMMUNITY FIRST BANCORP,,,,
0001047459,177404.0,PPL CAPITAL FUNDING INC,,,,
0001047478,64904.0,ANTIGUA ENTERPRISES INC,,,,
0001047499,122316.0,NEXPRISE INC,,,,
0001047537,62129.0,PSB BANCORP INC,,,,
0001047540,115081.0,IMAGIN MOLECULAR CORP,,,,
0001047564,214526.0,MAGYAR TELEKOM PLC.,,,,
0001047598,66691.0,AGRIBRANDS INTERNATIONAL INC,,,,
0001047627,214526.0,HUNGARIAN TELECOMMUNICATIONS CO LTD /ADR/,,,,
0001047643,66441.0,WORLDPAGES COM INC,,,,
0001047693,31105.0,ROYAL GROUP TECHNOLOGIES LTD,,,,
0001047694,100288.0,KAWASAKI HEAVY INDUSTRIES LTD /ADR/,,,,
0001047696,66392.0,CABOT INDUSTRIAL TRUST,,,,
0001047699,112033.0,KING PHARMACEUTICALS INC,,,,
0001047705,110643.0,LASERMEDIA COMMUNICATIONS CORP /FI,,,,
0001047706,166746.0,WENTWORTH J G & CO INC,,,,
0001047710,10542.0,THOMAS INTERNATIONAL CORP,THOMC,884431107,3931.0,
0001047714,118773.0,ANTENNA TV SA,,,,
0001047716,220487.0,LATAM AIRLINES GROUP S.A.,,,,
0001047733,107220.0,ANSCOTT INDUSTRIES INC,,,,
0001047739,148352.0,INLAND FIBER GROUP LLC,,,,
0001047747,107670.0,ONIX SYSTEMS INC,,,,
0001047749,66063.0,LECG INC,,,,
0001047770,11291.0,ALTEVA INC,ALTV,02153V102,4813.0,517110.0
0001047821,22808.0,MAXX PETROLEUM LTD,,,,
0001047834,105141.0,REPSOL INTERNATIONAL CAPITAL LTD,,,,
0001047837,145875.0,ARGO TECH CORP,,,,
0001047857,114959.0,"YUHE INTERNATIONAL, INC.",,,,
0001047860,111285.0,FIRST WAVE MARINE INC,,,,
0001047862,3413.0,CONSOLIDATED EDISON INC,,,,
0001047865,108802.0,WEBSTER PREFERRED CAPITAL CORP,,,,
0001047881,66360.0,"TALON INTERNATIONAL, INC.",,,,
0001047884,66654.0,ANWORTH MORTGAGE ASSET CORP,,,,
0001047905,148259.0,ISLE OF CAPRI BLACK HAWK LLC,,,,
0001047906,148259.0,ISLE OF CAPRI BLACK HAWK CAPITAL CORP,,,,
0001047910,11292.0,WASHBURN WIRE CO,WASH.,937224103,3310.0,
0001047919,105346.0,AMBIENT CORP /NY,,,,
0001047938,105156.0,NOGA ELECTRO MECHANICAL INDUSTRIES 1986 LTD,,,,
0001047947,109158.0,EFC BANCORP INC,,,,
0001047965,110285.0,MOST HOME CORP,,,,
0001048002,113379.0,FOX SPORTS NETWORKS INC,,,,
0001048044,122378.0,TELELOGIC CONFIGURATION MANAGEMENT INC,,,,
0001048064,108893.0,YANZHOU COAL MINING CO LTD /ADR/,,,,
0001048079,10031.0,STARTT ACQUISITION INC & STARTT ACQUISITION LLC,,,,
0001048098,108893.0,YANZHOU COAL MINING CO LTD,,,,
0001048131,65920.0,BENCKISER NV,,,,
0001048132,105133.0,INTERNATIONAL BRIQUETTES HOLDING,,,,
0001048135,66518.0,GLOBALDIGITALCOMMERCE COM INC,,,,
0001048142,66675.0,XPONENTIAL INC,,,,
0001048151,66380.0,EMC GROUP INC /FL,,,,
0001048157,60916.0,HIGHWAYMASTER CORP,,,,
0001048170,208625.0,SMED INTERNATIONAL INC,,,,
0001048179,208057.0,COMPANHIA SIDERURGICA NACIONAL /ADR/,,,,
0001048190,147223.0,WASHINGTON GAS LIGHT CO,WGL1,938837002,4924.0,221210.0
0001048237,107523.0,APOLLO RESOURCES INTERNATIONAL INC,,,,
0001048268,66371.0,"IES HOLDINGS, INC.",,,,
0001048273,119153.0,BRIDGE TECHNOLOGY INC,,,,
0001048275,66487.0,GENEVA FINANCIAL CORP,,,,
0001048278,186087.0,LONE PINE RESOURCES CANADA LTD.,,,,
0001048286,28930.0,MARRIOTT INTERNATIONAL INC /MD/,,,,
0001048295,105576.0,BENNETT ENVIRONMENTAL INC,,,,
0001048339,128679.0,TOMS FOODS INC,,,,
0001048340,11297.0,WASHINGTON HOMES INC,WHI.,938864105,1531.0,233210.0
0001048407,106284.0,"LIONS PETROLEUM, INC",,,,
0001048420,65843.0,VIRGIN EXPRESS HOLDINGS PLC,,,,
0001048422,66454.0,ACCESS WORLDWIDE COMMUNICATIONS INC,,,,
0001048435,66375.0,TARPON COAST BANCORP INC,,,,
0001048467,9972.0,SSBH CAPITAL I,,,,
0001048477,122257.0,BIOMARIN PHARMACEUTICAL INC,,,,
0001048501,132411.0,"XFORMITY TECHNOLOGIES, INC.",,,,
0001048515,17452.0,GROUPE DANONE,,,,
0001048536,66689.0,CPS SYSTEMS INC,,,,
0001048551,163418.0,ALBANK CAPITAL TRUST I,,,,
0001048566,108970.0,FOG CUTTER CAPITAL GROUP INC,,,,
0001048575,110940.0,CITIZENS BANCORP/OR,,,,
0001048590,108691.0,GLOBAL HUNTER CORP /FI,,,,
0001048611,160203.0,COLOR KINETICS INC,,,,
0001048620,144727.0,GRANITE CITY FOOD & BREWERY LTD.,,,,
0001048644,3345.0,MPEL HOLDINGS CORP,,,,
0001048662,61595.0,BIG FLOWER HOLDINGS INC/,,,,
0001048670,11298.0,WASHINGTON NATIONAL CORP,WNT,939339107,6311.0,524113.0
0001048685,160474.0,METALICO INC,,,,
0001048688,143754.0,NEW YORK RESTAURANT GROUP INC,,,,
0001048695,121077.0,"F5, INC.",,,,
0001048701,111861.0,AVANI INTERNATIONAL GROUP INC //,,,,
0001048729,62148.0,DIGITEC 2000 INC,,,,
0001048740,66631.0,MILLER EXPLORATION CO,,,,
0001048748,65843.0,VIRGIN EXPRESS HOLDINGS PLC /ADR,,,,
0001048750,66085.0,FRIEDMAN BILLINGS RAMSEY GROUP INC,,,,
0001048767,105559.0,BAY STATE BANCORP INC,,,,
0001048789,30495.0,FELCOR LODGING LP,,,,
0001048796,66428.0,TAM RESTAURANTS INC,,,,
0001048800,11299.0,WASHINGTON NATURAL GAS,WEG1,939364006,4924.0,221210.0
0001048806,25694.0,D&K HEALTHCARE RESOURCES INC,,,,
0001048845,65551.0,PRO NET LINK CORP,,,,
0001048890,11300.0,GRAHAM HOLDINGS CO,GHC,384637104,8200.0,611691.0
0001048896,139126.0,RAMA FINANCIAL CORP,,,,
0001048897,66418.0,DISPATCH MANAGEMENT SERVICES CORP,,,,
0001048911,4598.0,FEDEX CORP,,,,
0001048914,117782.0,SOVEREIGN SPECIALTY CHEMICALS INC,,,,
0001048940,11301.0,ELME COMMUNITIES,ELME,939653101,6798.0,531110.0
0001048970,11302.0,WSI INDUSTRIES INC,WSCI,92932Q102,3560.0,3339.0
0001048982,66403.0,ARTISAN COMPONENTS INC,,,,
0001049011,109846.0,KID CASTLE EDUCATIONAL CORP,,,,
0001049021,65071.0,ENERNORTH INDUSTRIES INC,,,,
0001049049,64726.0,FLOUR CITY INTERNATIONAL INC,,,,
0001049060,11303.0,WASHINGTON STEEL CORP,WSS,940144108,3310.0,
0001049081,273421.0,CYBERSCAN TECHNOLOGY INC,,,,
0001049108,66061.0,DOLLAR THRIFTY AUTOMOTIVE GROUP INC,,,,
0001049129,110725.0,HLM DESIGN INC,,,,
0001049130,160570.0,BOSTROM HOLDINGS INC,,,,
0001049172,127775.0,B&G FOODS INC (OLD),,,,
0001049180,11304.0,AVISTA CORP,AVA,05379B107,4931.0,2211.0
0001049183,100001.0,ACCOR,,,,
0001049190,26017.0,CASCADES PAPERBOARD INTERNATIONAL INC,,,,
0001049210,130041.0,VERENIUM CORP,,,,
0001049230,11305.0,WASKO GOLD PRODUCTS CORP,WSKO,941036105,3911.0,
0001049231,109831.0,UNITED PAN AM FINANCIAL CORP,,,,
0001049234,123795.0,"GLOBAL MATERIALS & SERVICES, INC.",,,,
0001049253,66022.0,ICOS VISION SYSTEMS CORP N V,,,,
0001049258,65978.0,MENTERGY LTD,,,,
0001049274,132798.0,COMTELCO INTERNATIONAL INC,,,,
0001049316,66452.0,CAPITAL AUTOMOTIVE REIT,,,,
0001049332,28378.0,LIONS GATE ENTERTAINMENT CORP /NY,,,,
0001049380,11306.0,WASTE MANAGEMENT INC-OLD,WMX,94106K101,4953.0,562111.0
0001049391,24849.0,ENGLE HOMES ORLANDO INC,,,,
0001049442,148309.0,PLIANT LLC,,,,
0001049462,8678.0,POREX CORP,,,,
0001049480,66507.0,DOUBLECLICK INC,,,,
0001049502,119275.0,MKS INC,,,,
0001049505,117115.0,US DATAWORKS INC,,,,
0001049510,148729.0,ACME TELEVISION LLC,,,,
0001049521,66393.0,MERCURY SYSTEMS INC,,,,
0001049530,126895.0,ACME INTERMEDIATE HOLDINGS LLC,,,,
0001049533,60904.0,PROMUS HOTEL CORP/DE/,,,,
0001049535,66672.0,CAVALRY BANCORP INC,,,,
0001049549,66399.0,"BLACKROCK CORPORATE HIGH YIELD FUND III, INC.",,,,
0001049551,110531.0,NB CAPITAL CORP,,,,
0001049588,66655.0,BOLLE INC,,,,
0001049606,66602.0,COMPX INTERNATIONAL INC,,,,
0001049616,148309.0,PLIANT CORP GEORGIA INC,,,,
0001049624,66628.0,ESG RE LTD,,,,
0001049625,66381.0,HAWKER PACIFIC AEROSPACE,,,,
0001049659,13351.0,NATIONAL STEEL CO,,,,
0001049660,66312.0,"DELEK RESOURCES, INC.",,,,
0001049664,121817.0,SALEM COMMUNICATIONS CORP /CA/,,,,
0001049711,66616.0,ALLERGAN SPECIALTY THERAPEUTICS INC,,,,
0001049721,108098.0,ROSSI RESIDENCIAL S A /FI,,,,
0001049724,100103.0,DEUTSCHE LUFTHANSA A G,,,,
0001049727,216421.0,MISR INTERNATIONAL BANK S A E /FI,,,,
0001049738,221638.0,S T DUPONT /FI,,,,
0001049748,141616.0,AMERICAN GENERAL CAPITAL III,,,,
0001049751,106611.0,GLACIER WATER TRUST I,,,,
0001049758,66455.0,FIRST CONSULTING GROUP INC,,,,
0001049782,105670.0,BROOKLINE BANCORP INC,,,,
0001049861,146293.0,"ASPIRE INTERNATIONAL, INC.",,,,
0001049870,11310.0,ZAREBA SYSTEMS INC,ZRBA,989131107,3690.0,335999.0
0001049889,119536.0,VALUE AMERICA INC /VA,,,,
0001049895,17140.0,MEDFORD BANCORP INC,,,,
0001049949,214862.0,ENERGIS PLC,,,,
0001049961,66001.0,SKY NETWORK TELEVISION LTD,,,,
0001049984,62203.0,POLYAIR INTER PACK INC,,,,
0001050006,66001.0,SKY NETWORK TELEVISION LTD /ADR/,,,,
0001050007,66496.0,NUTRACEUTICAL INTERNATIONAL CORP,,,,
0001050011,128278.0,UNICCO SERVICE CO,,,,
0001050025,109581.0,BRIGHTSTAR INFORMATION TECHNOLOGY GROUP INC,,,,
0001050030,135345.0,ISEE3D INC /FI,,,,
0001050031,66386.0,SM&A,,,,
0001050033,201790.0,ELEKTRIM SA /FI,,,,
0001050035,222504.0,CASTELLUM AB /FI,,,,
0001050060,138943.0,WJ COMMUNICATIONS INC,WJCI,929284107,3663.0,334220.0
0001050078,66145.0,CNBC BANCORP /OH,,,,
0001050080,115314.0,VORNADO OPERATING CO,,,,
0001050096,145974.0,AIRXCEL INC,,,,
0001050112,66688.0,ANTHRACITE CAPITAL INC,,,,
0001050122,66425.0,1 800 CONTACTS INC,,,,
0001050132,120357.0,MAKER COMMUNICATIONS INC,,,,
0001050140,66326.0,DESCARTES SYSTEMS GROUP INC,,,,
0001050154,183797.0,RCG HOLDINGS LLC,,,,
0001050160,11313.0,WATSCO INC,WSO,942622200,5070.0,423730.0
0001050167,111723.0,GLOBAL IMAGING SYSTEMS INC,,,,
0001050180,264506.0,PHASE FORWARD INC,,,,
0001050250,137668.0,TRITON NETWORK SYSTEMS INC,,,,
0001050279,116766.0,E VIDEOTV INC/DE,,,,
0001050372,66423.0,CDNOW INC,,,,
0001050377,66586.0,PC CONNECTION INC,,,,
0001050441,111721.0,EAGLE BANCORP INC,,,,
0001050446,111534.0,STRATEGY INC,,,,
0001050483,65058.0,AZTEK TECHNOLOGIES INC,,,,
0001050485,256890.0,BENFIELD GREIG GROUP PLC,,,,
0001050504,66049.0,PENTACON INC,,,,
0001050514,112301.0,ESIM LTD,,,,
0001050520,212709.0,TAKEFUJI CORP /FI,,,,
0001050521,20744.0,CORNER BAY MINERALS INC /FI,,,,
0001050524,123496.0,BTI TELECOM CORP,,,,
0001050550,160505.0,VOLTERRA SEMICONDUCTOR CORP,,,,
0001050602,61423.0,ADASTRA MINERALS INC,,,,
0001050606,121817.0,"SALEM MEDIA GROUP, INC. /DE/",,,,
0001050658,161727.0,ALLIANCEBERNSTEIN INTERNATIONAL RESEARCH GROWTH FU,,,,
0001050671,106350.0,EXCEL LEGACY CORP,,,,
0001050683,145875.0,ARGO TECH CORP HBP,,,,
0001050684,145875.0,ARGO TECH CORP OEM,,,,
0001050686,110442.0,PHILIPS INTERNATIONAL REALTY CORP,,,,
0001050690,118125.0,MERCER INSURANCE GROUP INC,,,,
0001050691,138307.0,DRAGON INTERNATIONAL GROUP CORP.,,,,
0001050692,207154.0,INDEPENDENT ENERGY HOLDINGS PLC,,,,
0001050725,110251.0,EBANK FINANCIAL SERVICES INC,,,,
0001050743,107817.0,PEAPACK GLADSTONE FINANCIAL CORP,,,,
0001050760,11315.0,WAUSAU PAPER CORP,WPP.2,943315101,2621.0,322121.0
0001050776,138346.0,VIRAGE LOGIC CORP,,,,
0001050797,105936.0,COLUMBIA SPORTSWEAR CO,,,,
0001050807,64920.0,HALO RESOURCES LTD,,,,
0001050808,123937.0,VITRIA TECHNOLOGY INC,,,,
0001050825,66290.0,STEELCASE INC,,,,
0001050829,61599.0,SMARTLOGIK GROUP PLC,,,,
0001050835,66551.0,MONTGOMERY REALTY GROUP INC,,,,
0001050849,213126.0,AO SAMARAENERGO /FI,,,,
0001050850,108603.0,TRIVALENCE MINING CORP /FI,WAVR,943614107,2731.0,511130.0
0001050891,66292.0,FFP MARKETING CO INC,,,,
0001050894,106846.0,HOME LOAN FINANCIAL CORP,,,,
0001050915,66446.0,"QUANTA SERVICES, INC.",,,,
0001050921,110764.0,CVS AUTOMATIC COMMON EXCHANGE SECURITY TRUST,,,,
0001050925,148250.0,GSI GROUP INC,,,,
0001050935,125734.0,TRANSWESTERN HOLDINGS LP,,,,
0001050952,101292.0,PUBLICIS GROUPE SA,,,,
0001050957,65308.0,"BAYOU CITY EXPLORATION, INC.",,,,
0001050959,147200.0,VIACELL INC,,,,
0001050960,11318.0,WAXMAN INDUSTRIES,WXMN,944124502,5070.0,423720.0
0001050966,135397.0,OCTOBER PROJECT I CORP,,,,
0001050992,66424.0,CRUSADER HOLDING CORP,,,,
0001050996,107631.0,NORTHEAST PENNSYLVANIA FINANCIAL CORP,,,,
0001051000,109364.0,COLUMBIA FINANCIAL OF KENTUCKY INC,,,,
0001051002,66576.0,MUNIHOLDINGS FLORIDA INSURED FUND II,,,,
0001051003,106133.0,"BLACKROCK DEBT STRATEGIES FUND, INC.",,,,
0001051004,65451.0,"BLACKROCK MUNIHOLDINGS CALIFORNIA QUALITY FUND, IN",,,,
0001051005,66575.0,MUNIHOLDINGS NEW YORK FUND INC/NJ,,,,
0001051009,66526.0,SHOE PAVILION INC,,,,
0001051034,140569.0,W-H ENERGY SERVICES INC,,,,
0001051059,65080.0,DIALOG GROUP INC,,,,
0001051067,109240.0,"BANNEKER, INC",,,,
0001051070,11319.0,SIGNAL APPAREL CO,SIAYQ.1,826619405,2253.0,315191.0
0001051092,25526.0,FIRST SENTINEL BANCORP INC,,,,
0001051114,110387.0,INNOTRAC CORP,,,,
0001051116,143542.0,"SPECTRA ENERGY CAPITAL, LLC",,,,
0001051118,120723.0,TENFOLD CORP /UT,,,,
0001051123,63141.0,MECH FINANCIAL INC,,,,
0001051178,106414.0,FIDELITY CAPITAL TRUST I,,,,
0001051191,112549.0,RAM ENERGY INC/OK,,,,
0001051209,109920.0,"KUBOO, INC.",,,,
0001051217,146501.0,GULF POWER CAPITAL TRUST III,,,,
0001051249,148209.0,BEAR ISLAND PAPER CO LLC,,,,
0001051251,116104.0,J CREW GROUP INC,,,,
0001051253,66477.0,SFX ENTERTAINMENT INC,,,,
0001051270,127478.0,FIRST CAPITAL BANCSHARES INC,,,,
0001051284,25546.0,PROVALIS PLC /ADR/,,,,
0001051285,107895.0,PRECEPT BUSINESS SERVICES INC,,,,
0001051286,66404.0,ENERGYSOUTH INC,,,,
0001051310,11233.0,ADAMS INTL METALS CORP,5709B,006243109,5090.0,4219.0
0001051320,11234.0,WD-40 CO,WDFC,929236107,2890.0,325998.0
0001051343,62646.0,COMMUNITY WEST BANCSHARES /,,,,
0001051345,31749.0,VIB CORP,,,,
0001051357,111874.0,ROSEDALE DECORATIVE PRODUCTS LTD,,,,
0001051363,106252.0,EL PASO ENERGY CAPITAL TRUST I,,,,
0001051378,64023.0,SOUTHBANC SHARES INC,,,,
0001051379,61229.0,MIDWEST BANC HOLDINGS INC,,,,
0001051381,111489.0,NATIONAL EQUIPMENT SERVICES INC,,,,
0001051425,260048.0,J CREW OPERATING CORP,,,,
0001051430,66563.0,CHAPMAN HOLDINGS INC,,,,
0001051431,109043.0,HORIZON OFFSHORE INC,,,,
0001051470,113490.0,CROWN CASTLE INC.,,,,
0001051488,111022.0,INTEGRATED HEALTHCARE HOLDINGS INC,,,,
0001051490,66582.0,EXTENDED SYSTEMS INC,,,,
0001051491,109840.0,CHASTAIN CAPITAL CORP,,,,
0001051512,10411.0,TELEPHONE & DATA SYSTEMS INC /DE/,,,,
0001051514,164293.0,"STRATA SKIN SCIENCES, INC.",,,,
0001051521,140901.0,ATHERSYS INC /OH,,,,
0001051556,66590.0,VIAGRAFIX CORP,,,,
0001051591,66682.0,GSV INC,,,,
0001051610,11324.0,WEATHERHEAD CO,WHD.,947151106,3714.0,
0001051627,110760.0,AXT INC,,,,
0001051628,109338.0,"ANNUITY & LIFE RE (HOLDINGS), LTD.",,,,
0001051691,2123.0,BEKINS CO /NEW/,,,,
0001051717,64303.0,ATHENE USA CORP,,,,
0001051719,145702.0,UNITED DEFENSE INDUSTRIES INC,,,,
0001051720,26137.0,SOLUCORP INDUSTRIES LTD,,,,
0001051741,109683.0,FIRST NIAGARA FINANCIAL GROUP INC,,,,
0001051743,133804.0,ONESOFT CORP,,,,
0001051767,64303.0,AMERUS GROUP CO,,,,
0001051771,117981.0,BELK INC,,,,
0001051794,10859.0,SHERMAN ACQUISITION CORP,,,,
0001051821,61355.0,CHECKFREE HOLDINGS CORP,,,,
0001051825,66617.0,CHAMPIONSHIP LIQUIDATING TRUST,,,,
0001051829,107407.0,MERRILL LYNCH PREFERRED CAPITAL TRUST III,,,,
0001051830,112163.0,MERRILL LYNCH PREFERRED CAPITAL TRUST IV,WEBPQ,947330106,3555.0,333244.0
0001051846,118401.0,"QIAO XING UNIVERSAL RESOURCES, INC",,,,
0001051848,66646.0,CSK AUTO CORP,,,,
0001051856,204402.0,CLAL INDUSTRIES LTD,,,,
0001051859,29996.0,POCAHONTAS BANCORP INC,,,,
0001051860,128398.0,SCOVILL HOLDINGS INC,WBBC,947415105,2750.0,32311.0
